Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
156,1,1,1,0,0,6000,0.0,160.0,360.0,1.0,0
40,1,0,0,0,0,3600,0.0,80.0,360.0,1.0,2
492,1,0,0,1,0,3691,0.0,110.0,360.0,1.0,0
379,1,1,2,0,0,5391,0.0,130.0,360.0,1.0,2
187,1,1,0,0,0,2383,2138.0,58.0,360.0,1.0,0
216,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0
52,0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1
337,1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,0
295,1,1,3,0,0,4416,1250.0,110.0,360.0,1.0,2
251,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2
461,1,1,3,0,0,7740,0.0,128.0,180.0,1.0,2
455,1,1,2,0,0,3859,0.0,96.0,360.0,1.0,1
611,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2
269,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2
201,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1
161,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2
401,1,0,0,1,0,2755,0.0,65.0,300.0,1.0,0
476,1,1,2,0,0,6700,1750.0,230.0,300.0,1.0,1
105,1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2
389,1,1,0,0,0,5488,0.0,125.0,360.0,1.0,0
1,1,1,1,0,0,4583,1508.0,128.0,360.0,1.0,0
571,1,1,0,0,0,5116,1451.0,165.0,360.0,0.0,2
80,0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1
205,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1
34,1,0,3,0,0,12500,3000.0,320.0,360.0,1.0,0
508,1,1,0,0,1,2479,3013.0,188.0,360.0,1.0,2
427,1,1,2,0,0,5935,0.0,133.0,360.0,1.0,1
454,1,0,0,0,1,7085,0.0,84.0,360.0,1.0,1
366,1,0,0,0,0,2500,0.0,96.0,480.0,1.0,1
91,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1
339,0,0,0,0,0,4160,0.0,71.0,360.0,1.0,1
564,1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2
345,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1
241,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2
13,1,0,0,0,0,1853,2840.0,114.0,360.0,1.0,0
315,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2
387,1,1,0,1,0,3010,3136.0,128.0,360.0,0.0,2
273,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1
166,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0
608,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0
484,1,1,2,0,0,8333,0.0,246.0,360.0,1.0,1
599,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2
504,1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1
243,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0
566,1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2
562,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0
189,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0
475,1,1,2,0,1,16525,1014.0,150.0,360.0,1.0,0
510,1,0,0,1,0,3598,1287.0,100.0,360.0,1.0,0
58,1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,2
474,1,0,2,0,0,5532,4648.0,162.0,360.0,1.0,0
560,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1
252,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0
21,1,1,1,0,0,5955,5625.0,315.0,360.0,1.0,2
313,1,1,2,0,1,5746,0.0,144.0,84.0,1.0,0
459,1,1,0,0,0,8334,0.0,160.0,360.0,1.0,1
160,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1
276,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1
191,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1
385,1,0,1,0,0,3667,0.0,113.0,180.0,1.0,2
413,1,1,0,1,0,2253,2033.0,110.0,360.0,1.0,0
491,1,1,1,1,0,5333,1131.0,186.0,360.0,1.0,2
343,1,1,3,1,0,3173,0.0,74.0,360.0,1.0,1
308,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0
130,1,0,0,0,1,20166,0.0,650.0,480.0,1.0,2
99,1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1
372,1,1,2,0,1,9323,7873.0,380.0,300.0,1.0,0
87,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1
458,1,0,2,0,0,4354,0.0,136.0,360.0,1.0,0
330,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2
214,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2
466,1,1,3,1,0,2947,1664.0,70.0,180.0,0.0,2
121,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1
20,1,1,0,1,0,7660,0.0,104.0,360.0,0.0,2
71,1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1
106,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2
270,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2
435,0,1,0,0,0,10047,0.0,128.0,240.0,1.0,1
102,1,1,0,0,0,13650,0.0,128.0,360.0,1.0,2
